document_id,unique_id,pd_index,probleem_type,explicitheid,urgentie_type,causaliteitstype,framing_type,kernprobleem_ref,has_box_ids
8139,Raad_voor_de_leefomgeving_en_infrastructuur_299,21,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_299-PD-01,True
8139,Raad_voor_de_leefomgeving_en_infrastructuur_299,22,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_299-PD-01,True
8139,Raad_voor_de_leefomgeving_en_infrastructuur_299,23,deelprobleem,impliciet,structureel,mechanisch,cognitief,Raad_voor_de_leefomgeving_en_infrastructuur_299-PD-01,True
8139,Raad_voor_de_leefomgeving_en_infrastructuur_299,24,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_299-PD-01,True
8139,Raad_voor_de_leefomgeving_en_infrastructuur_299,25,deelprobleem,impliciet,structureel,mechanisch,cognitief,Raad_voor_de_leefomgeving_en_infrastructuur_299-PD-01,True
8140,Raad_voor_de_leefomgeving_en_infrastructuur_300,0,kernprobleem,impliciet,structureel,mechanisch,instrumenteel,,True
8140,Raad_voor_de_leefomgeving_en_infrastructuur_300,1,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_300-PD-01,True
8140,Raad_voor_de_leefomgeving_en_infrastructuur_300,2,deelprobleem,impliciet,toekomstig,mechanisch,cognitief,Raad_voor_de_leefomgeving_en_infrastructuur_300-PD-01,True
8140,Raad_voor_de_leefomgeving_en_infrastructuur_300,3,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_300-PD-01,True
8140,Raad_voor_de_leefomgeving_en_infrastructuur_300,4,deelprobleem,expliciet,structureel,mechanisch,cognitief,Raad_voor_de_leefomgeving_en_infrastructuur_300-PD-01,True
8140,Raad_voor_de_leefomgeving_en_infrastructuur_300,5,deelprobleem,expliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_300-PD-01,True
8140,Raad_voor_de_leefomgeving_en_infrastructuur_300,6,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_300-PD-01,True
8140,Raad_voor_de_leefomgeving_en_infrastructuur_300,7,deelprobleem,impliciet,structureel,mechanisch,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_300-PD-01,True
8140,Raad_voor_de_leefomgeving_en_infrastructuur_300,8,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_300-PD-01,True
8140,Raad_voor_de_leefomgeving_en_infrastructuur_300,9,deelprobleem,expliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_300-PD-01,True
8140,Raad_voor_de_leefomgeving_en_infrastructuur_300,10,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_300-PD-01,True
8140,Raad_voor_de_leefomgeving_en_infrastructuur_300,11,deelprobleem,impliciet,toekomstig,mechanisch,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_300-PD-01,True
8140,Raad_voor_de_leefomgeving_en_infrastructuur_300,12,deelprobleem,impliciet,structureel,mechanisch,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_300-PD-01,True
8140,Raad_voor_de_leefomgeving_en_infrastructuur_300,13,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_300-PD-01,True
8140,Raad_voor_de_leefomgeving_en_infrastructuur_300,14,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_300-PD-01,True
8140,Raad_voor_de_leefomgeving_en_infrastructuur_300,15,deelprobleem,expliciet,structureel,mechanisch,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_300-PD-01,True
8141,Raad_voor_de_leefomgeving_en_infrastructuur_302,0,kernprobleem,expliciet,structureel,mechanisch,instrumenteel,,True
8141,Raad_voor_de_leefomgeving_en_infrastructuur_302,1,kernprobleem,expliciet,structureel,mechanisch,instrumenteel,,True
8141,Raad_voor_de_leefomgeving_en_infrastructuur_302,2,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_302-PD-01,True
8141,Raad_voor_de_leefomgeving_en_infrastructuur_302,3,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_302-PD-02,True
8141,Raad_voor_de_leefomgeving_en_infrastructuur_302,4,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_302-PD-01,True
8141,Raad_voor_de_leefomgeving_en_infrastructuur_302,5,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_302-PD-01,True
8141,Raad_voor_de_leefomgeving_en_infrastructuur_302,6,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_302-PD-02,True
8141,Raad_voor_de_leefomgeving_en_infrastructuur_302,7,deelprobleem,expliciet,structureel,mechanisch,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_302-PD-01,True
8141,Raad_voor_de_leefomgeving_en_infrastructuur_302,8,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_302-PD-02,True
8141,Raad_voor_de_leefomgeving_en_infrastructuur_302,9,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_302-PD-01,True
8141,Raad_voor_de_leefomgeving_en_infrastructuur_302,10,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_302-PD-02,True
8141,Raad_voor_de_leefomgeving_en_infrastructuur_302,11,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_302-PD-01,True
8141,Raad_voor_de_leefomgeving_en_infrastructuur_302,12,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_302-PD-01,True
8141,Raad_voor_de_leefomgeving_en_infrastructuur_302,13,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_302-PD-01,True
8142,Raad_voor_de_leefomgeving_en_infrastructuur_301,0,kernprobleem,expliciet,acuut,mechanisch,instrumenteel,,True
8142,Raad_voor_de_leefomgeving_en_infrastructuur_301,1,kernprobleem,expliciet,acuut,mechanisch,instrumenteel,,True
8142,Raad_voor_de_leefomgeving_en_infrastructuur_301,2,deelprobleem,expliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_301-PD-01,True
8142,Raad_voor_de_leefomgeving_en_infrastructuur_301,3,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_301-PD-02,True
8142,Raad_voor_de_leefomgeving_en_infrastructuur_301,4,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_301-PD-02,True
8142,Raad_voor_de_leefomgeving_en_infrastructuur_301,5,deelprobleem,expliciet,acuut,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_301-PD-02,True
8142,Raad_voor_de_leefomgeving_en_infrastructuur_301,6,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_301-PD-02,True
8142,Raad_voor_de_leefomgeving_en_infrastructuur_301,7,deelprobleem,expliciet,acuut,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_301-PD-02,True
8142,Raad_voor_de_leefomgeving_en_infrastructuur_301,8,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_301-PD-02,True
8142,Raad_voor_de_leefomgeving_en_infrastructuur_301,9,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_301-PD-02,True
8142,Raad_voor_de_leefomgeving_en_infrastructuur_301,10,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_301-PD-02,True
8142,Raad_voor_de_leefomgeving_en_infrastructuur_301,11,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_301-PD-02,True
8143,Raad_voor_de_leefomgeving_en_infrastructuur_304,0,kernprobleem,expliciet,toekomstig,mechanisch,cognitief,,True
8143,Raad_voor_de_leefomgeving_en_infrastructuur_304,1,deelprobleem,expliciet,toekomstig,mechanisch,cognitief,Raad_voor_de_leefomgeving_en_infrastructuur_304-PD-01,True
8143,Raad_voor_de_leefomgeving_en_infrastructuur_304,2,deelprobleem,expliciet,toekomstig,inadvertent,cognitief,Raad_voor_de_leefomgeving_en_infrastructuur_304-PD-01,True
8143,Raad_voor_de_leefomgeving_en_infrastructuur_304,3,deelprobleem,impliciet,toekomstig,mechanisch,cognitief,Raad_voor_de_leefomgeving_en_infrastructuur_304-PD-01,True
8143,Raad_voor_de_leefomgeving_en_infrastructuur_304,4,deelprobleem,impliciet,toekomstig,mechanisch,cognitief,Raad_voor_de_leefomgeving_en_infrastructuur_304-PD-01,True
8143,Raad_voor_de_leefomgeving_en_infrastructuur_304,5,deelprobleem,impliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_304-PD-01,True
8143,Raad_voor_de_leefomgeving_en_infrastructuur_304,6,deelprobleem,impliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_304-PD-01,True
8143,Raad_voor_de_leefomgeving_en_infrastructuur_304,7,deelprobleem,impliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_304-PD-01,True
8143,Raad_voor_de_leefomgeving_en_infrastructuur_304,8,deelprobleem,impliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_304-PD-01,True
8143,Raad_voor_de_leefomgeving_en_infrastructuur_304,9,deelprobleem,impliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_304-PD-01,True
8143,Raad_voor_de_leefomgeving_en_infrastructuur_304,10,deelprobleem,impliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_304-PD-01,True
8143,Raad_voor_de_leefomgeving_en_infrastructuur_304,11,deelprobleem,impliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_304-PD-01,True
8143,Raad_voor_de_leefomgeving_en_infrastructuur_304,12,deelprobleem,impliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_304-PD-01,True
8143,Raad_voor_de_leefomgeving_en_infrastructuur_304,13,deelprobleem,impliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_304-PD-01,True
8143,Raad_voor_de_leefomgeving_en_infrastructuur_304,14,deelprobleem,impliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_304-PD-01,True
8143,Raad_voor_de_leefomgeving_en_infrastructuur_304,15,deelprobleem,impliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_304-PD-01,True
8144,Raad_voor_de_leefomgeving_en_infrastructuur_306,0,kernprobleem,expliciet,structureel,mechanisch,instrumenteel,,True
8144,Raad_voor_de_leefomgeving_en_infrastructuur_306,1,kernprobleem,expliciet,structureel,mechanisch,normatief,,True
8144,Raad_voor_de_leefomgeving_en_infrastructuur_306,2,deelprobleem,impliciet,toekomstig,inadvertent,cognitief,Raad_voor_de_leefomgeving_en_infrastructuur_306-PD-01,True
8144,Raad_voor_de_leefomgeving_en_infrastructuur_306,3,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_306-PD-01,True
8144,Raad_voor_de_leefomgeving_en_infrastructuur_306,4,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_306-PD-01,True
8144,Raad_voor_de_leefomgeving_en_infrastructuur_306,5,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_306-PD-01,True
8144,Raad_voor_de_leefomgeving_en_infrastructuur_306,6,deelprobleem,impliciet,toekomstig,inadvertent,cognitief,Raad_voor_de_leefomgeving_en_infrastructuur_306-PD-01,True
8144,Raad_voor_de_leefomgeving_en_infrastructuur_306,7,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_306-PD-01,True
8144,Raad_voor_de_leefomgeving_en_infrastructuur_306,8,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_306-PD-01,True
8144,Raad_voor_de_leefomgeving_en_infrastructuur_306,9,deelprobleem,impliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_306-PD-01,True
8144,Raad_voor_de_leefomgeving_en_infrastructuur_306,10,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_306-PD-01,True
8144,Raad_voor_de_leefomgeving_en_infrastructuur_306,11,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_306-PD-01,True
8144,Raad_voor_de_leefomgeving_en_infrastructuur_306,12,deelprobleem,impliciet,toekomstig,mechanisch,cognitief,Raad_voor_de_leefomgeving_en_infrastructuur_306-PD-01,True
8144,Raad_voor_de_leefomgeving_en_infrastructuur_306,13,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_306-PD-01,True
8144,Raad_voor_de_leefomgeving_en_infrastructuur_306,14,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_306-PD-01,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,0,kernprobleem,impliciet,structureel,inadvertent,instrumenteel,,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,1,kernprobleem,expliciet,structureel,inadvertent,instrumenteel,,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,2,kernprobleem,expliciet,structureel,inadvertent,instrumenteel,,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,3,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_307-PD-01,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,4,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_307-PD-01,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,5,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_307-PD-01,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,6,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_307-PD-01,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,7,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_307-PD-01,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,8,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_307-PD-01,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,9,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_307-PD-01,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,10,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_307-PD-01,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,11,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_307-PD-01,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,12,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_307-PD-03,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,13,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_307-PD-03,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,14,deelprobleem,expliciet,structureel,inadvertent,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_307-PD-03,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,15,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_307-PD-03,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,16,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_307-PD-03,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,17,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_307-PD-03,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,18,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_307-PD-03,True
8147,Raad_voor_de_leefomgeving_en_infrastructuur_307,19,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_307-PD-03,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,0,kernprobleem,expliciet,structureel,mechanisch,instrumenteel,,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,1,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,2,deelprobleem,expliciet,structureel,inadvertent,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,3,deelprobleem,expliciet,structureel,inadvertent,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,4,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,5,deelprobleem,impliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,6,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,7,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,8,deelprobleem,expliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,9,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,10,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,11,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,12,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,13,deelprobleem,expliciet,structureel,inadvertent,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,14,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,15,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,16,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,17,deelprobleem,expliciet,structureel,inadvertent,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,18,deelprobleem,expliciet,structureel,inadvertent,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8148,Raad_voor_de_leefomgeving_en_infrastructuur_283,19,deelprobleem,expliciet,toekomstig,inadvertent,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_283-PD-01,True
8150,Raad_voor_de_leefomgeving_en_infrastructuur_303,0,kernprobleem,expliciet,structureel,mechanisch,instrumenteel,,True
8150,Raad_voor_de_leefomgeving_en_infrastructuur_303,1,kernprobleem,expliciet,toekomstig,mechanisch,instrumenteel,,True
8150,Raad_voor_de_leefomgeving_en_infrastructuur_303,2,deelprobleem,expliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_303-PD-01,True
8150,Raad_voor_de_leefomgeving_en_infrastructuur_303,3,deelprobleem,expliciet,acuut,inadvertent,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_303-PD-01,True
8150,Raad_voor_de_leefomgeving_en_infrastructuur_303,4,deelprobleem,expliciet,toekomstig,onbekend,cognitief,Raad_voor_de_leefomgeving_en_infrastructuur_303-PD-01,True
8150,Raad_voor_de_leefomgeving_en_infrastructuur_303,5,deelprobleem,expliciet,acuut,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_303-PD-01,True
8150,Raad_voor_de_leefomgeving_en_infrastructuur_303,6,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_303-PD-01,True
8150,Raad_voor_de_leefomgeving_en_infrastructuur_303,7,deelprobleem,expliciet,toekomstig,mechanisch,cognitief,Raad_voor_de_leefomgeving_en_infrastructuur_303-PD-01,True
8150,Raad_voor_de_leefomgeving_en_infrastructuur_303,8,deelprobleem,impliciet,structureel,inadvertent,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_303-PD-02,True
8150,Raad_voor_de_leefomgeving_en_infrastructuur_303,9,deelprobleem,expliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_303-PD-02,True
8150,Raad_voor_de_leefomgeving_en_infrastructuur_303,10,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_303-PD-02,True
8150,Raad_voor_de_leefomgeving_en_infrastructuur_303,11,deelprobleem,expliciet,acuut,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_303-PD-02,True
8150,Raad_voor_de_leefomgeving_en_infrastructuur_303,12,deelprobleem,expliciet,toekomstig,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_303-PD-02,True
8150,Raad_voor_de_leefomgeving_en_infrastructuur_303,13,deelprobleem,impliciet,structureel,mechanisch,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_303-PD-02,True
8150,Raad_voor_de_leefomgeving_en_infrastructuur_303,14,deelprobleem,expliciet,acuut,inadvertent,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_303-PD-01,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,0,kernprobleem,impliciet,structureel,mechanisch,instrumenteel,,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,1,kernprobleem,expliciet,structureel,inadvertent,instrumenteel,,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,2,kernprobleem,expliciet,structureel,inadvertent,normatief,,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,3,kernprobleem,expliciet,structureel,inadvertent,instrumenteel,,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,4,kernprobleem,expliciet,structureel,inadvertent,normatief,,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,5,deelprobleem,expliciet,structureel,onbekend,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_267-PD-02,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,6,deelprobleem,expliciet,structureel,onbekend,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_267-PD-02,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,7,deelprobleem,expliciet,structureel,onbekend,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_267-PD-02,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,8,deelprobleem,expliciet,structureel,onbekend,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_267-PD-02,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,9,deelprobleem,impliciet,structureel,onbekend,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_267-PD-03,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,10,deelprobleem,expliciet,structureel,onbekend,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_267-PD-03,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,11,deelprobleem,expliciet,structureel,onbekend,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_267-PD-04,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,12,deelprobleem,expliciet,structureel,onbekend,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_267-PD-04,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,13,deelprobleem,impliciet,structureel,onbekend,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_267-PD-02,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,14,deelprobleem,impliciet,structureel,onbekend,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_267-PD-02,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,15,deelprobleem,impliciet,structureel,onbekend,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_267-PD-02,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,16,deelprobleem,expliciet,structureel,onbekend,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_267-PD-02,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,17,deelprobleem,expliciet,structureel,onbekend,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_267-PD-02,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,18,deelprobleem,expliciet,structureel,onbekend,normatief,Raad_voor_de_leefomgeving_en_infrastructuur_267-PD-02,True
8151,Raad_voor_de_leefomgeving_en_infrastructuur_267,19,deelprobleem,expliciet,structureel,onbekend,instrumenteel,Raad_voor_de_leefomgeving_en_infrastructuur_267-PD-02,True
