document_id,unique_id,aanbeveling_index,niveau,aard,object_advies,specificiteit,operationaliteit,beinvloedbaarheid,hall_orde,richting_interventie,has_box_ids
8155,Raad_voor_de_leefomgeving_en_infrastructuur_313,18,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8155,Raad_voor_de_leefomgeving_en_infrastructuur_313,19,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8155,Raad_voor_de_leefomgeving_en_infrastructuur_313,20,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8155,Raad_voor_de_leefomgeving_en_infrastructuur_313,21,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8155,Raad_voor_de_leefomgeving_en_infrastructuur_313,22,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8156,Raad_voor_de_leefomgeving_en_infrastructuur_305,0,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8156,Raad_voor_de_leefomgeving_en_infrastructuur_305,1,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8156,Raad_voor_de_leefomgeving_en_infrastructuur_305,2,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8156,Raad_voor_de_leefomgeving_en_infrastructuur_305,3,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8156,Raad_voor_de_leefomgeving_en_infrastructuur_305,4,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8156,Raad_voor_de_leefomgeving_en_infrastructuur_305,5,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8156,Raad_voor_de_leefomgeving_en_infrastructuur_305,6,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8156,Raad_voor_de_leefomgeving_en_infrastructuur_305,7,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8156,Raad_voor_de_leefomgeving_en_infrastructuur_305,8,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8156,Raad_voor_de_leefomgeving_en_infrastructuur_305,9,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8156,Raad_voor_de_leefomgeving_en_infrastructuur_305,10,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,0,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,1,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,2,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,3,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,4,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,5,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,6,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,7,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,8,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,9,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,10,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,11,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,12,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,13,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,14,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,15,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,16,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8158,Raad_voor_de_leefomgeving_en_infrastructuur_311,17,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,0,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,1,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,2,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,3,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,4,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,5,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,6,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,7,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,8,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,9,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,10,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,11,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,12,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,13,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,14,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,15,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,16,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,17,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,18,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,19,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,20,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,21,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,22,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,23,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,24,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,25,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,26,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,27,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,28,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,29,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8159,Raad_voor_de_leefomgeving_en_infrastructuur_312,30,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,0,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,1,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,2,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,3,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,4,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,5,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,6,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,7,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,8,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,9,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,10,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,11,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,12,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,13,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,14,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,15,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,16,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,17,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,18,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,19,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,20,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,21,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,22,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,23,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,24,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,25,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8160,Raad_voor_de_leefomgeving_en_infrastructuur_318,26,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8162,Raad_voor_de_leefomgeving_en_infrastructuur_317,0,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8162,Raad_voor_de_leefomgeving_en_infrastructuur_317,1,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8162,Raad_voor_de_leefomgeving_en_infrastructuur_317,2,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8162,Raad_voor_de_leefomgeving_en_infrastructuur_317,3,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8162,Raad_voor_de_leefomgeving_en_infrastructuur_317,4,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8162,Raad_voor_de_leefomgeving_en_infrastructuur_317,5,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8162,Raad_voor_de_leefomgeving_en_infrastructuur_317,6,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8162,Raad_voor_de_leefomgeving_en_infrastructuur_317,7,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8162,Raad_voor_de_leefomgeving_en_infrastructuur_317,8,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8162,Raad_voor_de_leefomgeving_en_infrastructuur_317,9,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8162,Raad_voor_de_leefomgeving_en_infrastructuur_317,10,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8162,Raad_voor_de_leefomgeving_en_infrastructuur_317,11,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8162,Raad_voor_de_leefomgeving_en_infrastructuur_317,12,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8162,Raad_voor_de_leefomgeving_en_infrastructuur_317,13,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8162,Raad_voor_de_leefomgeving_en_infrastructuur_317,14,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,0,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,1,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,2,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,3,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,4,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,5,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,6,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,7,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,8,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,9,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,10,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,11,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,12,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,13,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,14,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,15,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,16,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,17,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,18,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,19,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,20,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,21,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,22,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,23,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,24,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,25,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,26,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,27,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,28,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,29,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,30,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,31,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,32,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,33,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,34,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8163,Raad_voor_de_leefomgeving_en_infrastructuur_310,35,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,0,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,1,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,2,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,3,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,4,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,5,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,6,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,7,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,8,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,9,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,10,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,11,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,12,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,13,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,14,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,15,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,16,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,17,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,18,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,19,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,20,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,21,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,22,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,23,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,24,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,25,sub,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,26,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8172,Raad_voor_de_leefomgeving_en_infrastructuur_333,27,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,0,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,1,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,2,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,3,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,4,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,5,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,6,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,7,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,8,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,9,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,10,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,11,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,12,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,13,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,14,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,15,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,16,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
8173,Raad_voor_de_leefomgeving_en_infrastructuur_327,17,hoofd,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,onbekend,True
