document_id,unique_id,college,jaar,n_woorden,is_co_advies,beleidsreikwijdte,operationaliteit_rapport,beinvloedbaarheid_rapport,veldconsultatie_niveau,scenarios_aanwezig,beleidsopties_aanwezig,orde_van_verandering,aanbevelingen_aantal,probleemdefinities_aantal,meta_gevraagd_ongevraagd,meta_advies_aanvrager,meta_aanbevelingen_aantal,meta_mede_ondertekenaars_n,n_consultaties,n_beleidsopties,n_betrokken_actoren,n_unieke_actoren
6853,Onderwijsraad_450,Onderwijsraad,2011,11285,False,sectoraal,gemiddeld,hoog,onbekend,False,False,tweede_orde,6,8,GEVRAAGD,STAATSSECRETARIS,5,0,0,6,0,0
6854,Onderwijsraad_458,Onderwijsraad,2011,16870,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,37,14,GEVRAAGD,MINISTER,4,0,2,8,10,12
6855,Onderwijsraad_467,Onderwijsraad,2011,14746,False,sectoraal,hoog,gemiddeld,beperkt,False,False,tweede_orde,16,17,GEVRAAGD,STAATSSECRETARIS,,0,3,10,4,7
6857,Onderwijsraad_468,Onderwijsraad,2011,14239,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,19,14,GEVRAAGD,MINISTER,5,0,2,16,3,5
6859,Onderwijsraad_466,Onderwijsraad,,21283,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,10,42,GEVRAAGD,MINISTER,10,0,0,0,1,1
6867,Onderwijsraad_478,Onderwijsraad,2011,17618,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,11,7,GEVRAAGD,EERSTE_KAMER,5,0,7,5,5,12
6879,Onderwijsraad_488,Onderwijsraad,2011,10795,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,13,7,GEVRAAGD,MINISTER,3,0,9,5,2,10
6880,Onderwijsraad_492,Onderwijsraad,2011,11767,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,17,7,GEVRAAGD,MINISTER,4,0,6,7,4,10
6892,Onderwijsraad_498,Onderwijsraad,2010,27877,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,28,12,GEVRAAGD,MINISTER,,0,4,8,1,5
6893,Onderwijsraad_502,Onderwijsraad,2010,17217,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,4,6,ONBEKEND,ONBEKEND,4,0,3,5,1,4
6894,Onderwijsraad_506,Onderwijsraad,2010,12329,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,22,7,GEVRAAGD,MINISTER,,0,12,12,1,11
6902,Onderwijsraad_503,Onderwijsraad,2010,32013,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,9,12,GEVRAAGD,TWEEDE_KAMER,4,0,5,7,2,7
6907,Onderwijsraad_520,Onderwijsraad,2010,11272,False,sectoraal,gemiddeld,hoog,beperkt,False,False,eerste_orde,4,16,ONBEKEND,ONBEKEND,4,0,0,6,2,2
6908,Onderwijsraad_516,Onderwijsraad,2010,14465,False,sectoraal,gemiddeld,hoog,beperkt,False,False,eerste_orde,16,2,GEVRAAGD,TWEEDE_KAMER,,0,5,9,2,5
6915,Onderwijsraad_512,Onderwijsraad,2010,29829,False,sectoraal,gemiddeld,hoog,hoog,False,False,tweede_orde,21,5,GEVRAAGD,TWEEDE_KAMER,,0,7,7,15,20
6924,Onderwijsraad_532,Onderwijsraad,2010,17931,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,19,10,GEVRAAGD,MINISTER,,0,2,7,1,3
6925,Onderwijsraad_528,Onderwijsraad,2010,38988,False,sectoraal,hoog,hoog,hoog,False,True,tweede_orde,35,9,ONBEKEND,ONBEKEND,,0,14,10,2,16
6928,Onderwijsraad_533,Onderwijsraad,2010,34424,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,8,8,GEVRAAGD,MINISTER,8,0,5,10,4,9
6930,Onderwijsraad_538,Onderwijsraad,2010,33025,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,18,15,GEVRAAGD,TWEEDE_KAMER,,0,4,9,3,7
6937,Onderwijsraad_542,Onderwijsraad,2010,31361,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,37,12,GEVRAAGD,TWEEDE_KAMER,8,0,7,8,5,11
6952,Orgaan_voor_de_Friese_taal_012,Orgaan voor de Friese taal,2024,5642,False,intersectoraal,hoog,hoog,beperkt,False,False,tweede_orde,18,4,GEVRAAGD,MINISTER,,0,1,3,3,4
6954,Orgaan_voor_de_Friese_taal_005,Orgaan voor de Friese taal,2024,9616,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,20,13,GEVRAAGD,MINISTER,,0,8,12,3,9
6960,Orgaan_voor_de_Friese_taal_004,Orgaan voor de Friese taal,2025,11332,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,9,10,GEVRAAGD,MINISTER,10,0,3,11,0,3
7104,Raad_voor_Cultuur_011,Raad voor Cultuur,2025,15073,False,sectoraal,gemiddeld,hoog,hoog,False,False,tweede_orde,11,13,GEVRAAGD,MINISTER,,0,10,10,17,23
7107,Raad_voor_Cultuur_005,Raad voor Cultuur,2026,31926,False,sectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,20,25,ONBEKEND,ONBEKEND,17,0,8,17,6,14
7121,Raad_voor_Cultuur_107,Raad voor Cultuur,2024,5901,False,intersectoraal,hoog,hoog,hoog,False,False,tweede_orde,10,7,GEVRAAGD,STAATSSECRETARIS,,0,7,4,1,8
7147,Raad_voor_Cultuur_138,Raad voor Cultuur,2022,15218,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,15,15,ONBEKEND,ONBEKEND,,0,6,7,10,16
7151,Raad_voor_Cultuur_144,Raad voor Cultuur,2022,4310,False,sectoraal,laag,gemiddeld,beperkt,False,False,tweede_orde,13,10,ONBEKEND,ONBEKEND,,0,7,5,2,9
7152,Raad_voor_Cultuur_125,Raad voor Cultuur,2023,30080,False,sectoraal,gemiddeld,hoog,hoog,False,False,tweede_orde,14,20,ONBEKEND,ONBEKEND,7,0,10,7,3,13
7157,Raad_voor_Cultuur_147,Raad voor Cultuur,2022,37300,False,sectoraal,hoog,hoog,hoog,False,False,tweede_orde,33,8,GEVRAAGD,MINISTER,,0,21,19,7,26
7168,Raad_voor_Cultuur_137,Raad voor Cultuur,2022,29730,False,sectoraal,gemiddeld,hoog,hoog,False,False,tweede_orde,38,25,GEVRAAGD,MINISTER,,0,6,16,7,13
7170,Raad_voor_Cultuur_149,Raad voor Cultuur,2022,13548,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,19,11,GEVRAAGD,MINISTER,,0,10,7,3,12
7172,Raad_voor_Cultuur_161,Raad voor Cultuur,2021,5017,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,16,7,GEVRAAGD,MINISTER,,0,3,4,5,7
7183,Raad_voor_Cultuur_174,Raad voor Cultuur,2021,3602,False,sectoraal,hoog,hoog,onbekend,False,False,tweede_orde,11,9,ONBEKEND,ONBEKEND,,0,0,12,3,3
7192,Raad_voor_Cultuur_185,Raad voor Cultuur,,1983,False,sectoraal,hoog,hoog,beperkt,False,False,eerste_orde,1,3,ONBEKEND,ONBEKEND,1,0,0,0,0,0
7199,Raad_voor_Cultuur_175,Raad voor Cultuur,2021,9517,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,9,10,GEVRAAGD,MINISTER,,0,3,5,3,6
7205,Raad_voor_Cultuur_189,Raad voor Cultuur,2020,16355,False,sectoraal,gemiddeld,hoog,hoog,False,False,tweede_orde,24,6,GEVRAAGD,MINISTER,,0,13,9,4,15
7212,Raad_voor_Cultuur_199,Raad voor Cultuur,2020,14280,False,sectoraal,hoog,hoog,hoog,False,False,tweede_orde,33,22,GEVRAAGD,MINISTER,,0,10,19,9,17
7213,Raad_voor_Cultuur_172,Raad voor Cultuur,2021,11229,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,20,6,ONBEKEND,ONBEKEND,,0,9,13,5,13
7224,Raad_voor_Cultuur_198,Raad voor Cultuur,2020,19501,False,sectoraal,gemiddeld,hoog,onbekend,False,False,tweede_orde,25,13,ONBEKEND,ONBEKEND,,0,15,16,5,14
7229,Raad_voor_Cultuur_206,Raad voor Cultuur,2022,39364,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,22,7,GEVRAAGD,MINISTER,12,0,8,12,2,10
7306,Raad_voor_Cultuur_203,Raad voor Cultuur,2020,32510,False,sectoraal,gemiddeld,hoog,hoog,False,False,tweede_orde,11,24,GEVRAAGD,MINISTER,6,0,39,13,4,42
7326,Raad_voor_Cultuur_205,Raad voor Cultuur,2020,43461,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,9,15,GEVRAAGD,MINISTER,12,0,9,12,4,13
7573,Raad_voor_Cultuur_560,Raad voor Cultuur,2019,13514,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,23,16,GEVRAAGD,MINISTER,3,0,4,3,2,6
7577,Raad_voor_Cultuur_551,Raad voor Cultuur,2020,9325,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,11,18,GEVRAAGD,MINISTER,5,0,3,6,2,5
7579,Raad_voor_Cultuur_572,Raad voor Cultuur,2018,2486,False,sectoraal,hoog,hoog,beperkt,True,True,tweede_orde,7,5,GEVRAAGD,MINISTER,,0,3,2,0,3
7585,Raad_voor_Cultuur_573,Raad voor Cultuur,2018,22002,False,sectoraal,hoog,hoog,hoog,False,False,tweede_orde,35,12,ONBEKEND,ONBEKEND,,0,5,10,3,8
7587,Raad_voor_Cultuur_579,Raad voor Cultuur,2018,27360,False,sectoraal,gemiddeld,hoog,hoog,False,False,tweede_orde,32,19,GEVRAAGD,MINISTER,,0,100,43,3,85
7588,Raad_voor_Cultuur_578,Raad voor Cultuur,2018,23310,False,sectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,36,27,ONBEKEND,ONBEKEND,6,0,5,7,2,6
7589,Raad_voor_Cultuur_564,Raad voor Cultuur,2019,25242,False,intersectoraal,gemiddeld,hoog,hoog,False,False,tweede_orde,21,24,ONBEKEND,ONBEKEND,,0,10,20,2,12
7591,Raad_voor_Cultuur_570,Raad voor Cultuur,2019,18423,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,33,10,GEVRAAGD,MINISTER,,0,9,11,4,13
7619,Raad_voor_Cultuur_574,Raad voor Cultuur,2018,23576,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,25,6,GEVRAAGD,MINISTER,6,0,6,9,5,11
7691,Raad_voor_Cultuur_575,Raad voor Cultuur,2018,25687,False,sectoraal,gemiddeld,hoog,hoog,False,False,tweede_orde,6,13,GEVRAAGD,MINISTER,6,0,16,36,5,21
7693,Raad_voor_Cultuur_594,Raad voor Cultuur,2017,29500,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,36,9,GEVRAAGD,EXTERNE_COMMISSIE_OF_STUDIEGROEP,,0,7,7,13,20
7694,Raad_voor_Cultuur_680,Raad voor Cultuur,2014,10835,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,14,15,ONBEKEND,ONBEKEND,,0,6,7,6,12
7696,Raad_voor_Cultuur_580,Raad voor Cultuur,2018,32199,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,11,12,GEVRAAGD,MINISTER,11,0,6,15,3,9
7697,Raad_voor_Cultuur_675,Raad voor Cultuur,2015,9699,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,13,23,GEVRAAGD,MINISTER,,0,4,6,3,6
7715,Raad_voor_Cultuur_702,Raad voor Cultuur,2013,5709,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,7,7,ONBEKEND,ONBEKEND,6,0,0,0,1,1
7721,Raad_voor_Cultuur_585,Raad voor Cultuur,2017,45637,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,29,32,GEVRAAGD,MINISTER,6,0,86,37,3,63
7724,Raad_voor_Cultuur_713,Raad voor Cultuur,2012,5074,False,sectoraal,gemiddeld,hoog,onbekend,False,False,tweede_orde,22,10,GEVRAAGD,MINISTER,,0,4,4,1,5
7783,Raad_voor_Cultuur_714,Raad voor Cultuur,2012,18255,False,intersectoraal,gemiddeld,hoog,onbekend,False,False,tweede_orde,17,8,GEVRAAGD,STAATSSECRETARIS,,0,7,6,1,8
7820,Raad_voor_Cultuur_807,Raad voor Cultuur,2012,4369,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,22,6,GEVRAAGD,STAATSSECRETARIS,,0,3,4,7,10
7824,Raad_voor_Cultuur_810,Raad voor Cultuur,,5023,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,4,9,GEVRAAGD,STAATSSECRETARIS,4,0,4,4,0,4
7834,Raad_voor_Cultuur_690,Raad voor Cultuur,2014,40400,False,sectoraal,gemiddeld,hoog,hoog,False,False,tweede_orde,20,15,GEVRAAGD,STAATSSECRETARIS,9,0,6,11,5,11
7835,Raad_voor_Cultuur_822,Raad voor Cultuur,2010,9202,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,31,13,GEVRAAGD,MINISTER,,0,9,14,1,7
7842,Raad_voor_Cultuur_827,Raad voor Cultuur,2010,15913,False,sectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,31,14,GEVRAAGD,MINISTER,,0,10,19,5,15
7845,Raad_voor_de_leefomgeving_en_infrastructuur_001,Raad voor de leefomgeving en infrastructuur,2025,37834,False,intersectoraal,gemiddeld,hoog,onbekend,False,False,tweede_orde,24,34,ONBEKEND,ONBEKEND,10,0,5,12,12,16
7846,Raad_voor_de_leefomgeving_en_infrastructuur_003,Raad voor de leefomgeving en infrastructuur,2025,34871,False,sectoraal,hoog,hoog,hoog,False,False,tweede_orde,18,24,ONBEKEND,ONBEKEND,4,0,6,5,5,11
7847,Raad_voor_de_leefomgeving_en_infrastructuur_002,Raad voor de leefomgeving en infrastructuur,2025,31160,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,19,6,ONBEKEND,ONBEKEND,,0,6,8,6,12
7848,Raad_voor_de_leefomgeving_en_infrastructuur_006,Raad voor de leefomgeving en infrastructuur,2024,21730,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,9,29,ONBEKEND,ONBEKEND,4,0,5,6,4,9
7849,Raad_voor_de_leefomgeving_en_infrastructuur_007,Raad voor de leefomgeving en infrastructuur,2024,19749,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,16,13,ONBEKEND,ONBEKEND,,0,7,5,3,8
7853,Raad_voor_de_leefomgeving_en_infrastructuur_005,Raad voor de leefomgeving en infrastructuur,2025,38834,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,4,11,ONBEKEND,ONBEKEND,4,0,8,10,7,15
7864,Raad_voor_de_leefomgeving_en_infrastructuur_010,Raad voor de leefomgeving en infrastructuur,2023,28267,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,34,23,ONBEKEND,ONBEKEND,,0,10,7,10,15
7866,Raad_voor_de_leefomgeving_en_infrastructuur_008,Raad voor de leefomgeving en infrastructuur,2024,27295,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,10,22,ONBEKEND,ONBEKEND,10,0,9,10,12,21
7978,Raad_voor_de_leefomgeving_en_infrastructuur_140,Raad voor de leefomgeving en infrastructuur,2021,11336,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,12,10,GEVRAAGD,TWEEDE_KAMER,3,0,2,6,6,8
7980,Raad_voor_de_leefomgeving_en_infrastructuur_125,Raad voor de leefomgeving en infrastructuur,2023,28621,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,16,17,ONBEKEND,ONBEKEND,,0,12,5,5,17
7981,Raad_voor_de_leefomgeving_en_infrastructuur_141,Raad voor de leefomgeving en infrastructuur,2020,29395,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,5,27,ONBEKEND,ONBEKEND,10,0,9,11,6,15
7982,Raad_voor_de_leefomgeving_en_infrastructuur_135,Raad voor de leefomgeving en infrastructuur,2021,33688,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,25,16,ONBEKEND,ONBEKEND,6,0,5,10,8,13
7983,Raad_voor_de_leefomgeving_en_infrastructuur_142,Raad voor de leefomgeving en infrastructuur,2022,21462,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,10,5,ONBEKEND,ONBEKEND,4,0,5,5,1,6
7986,Raad_voor_de_leefomgeving_en_infrastructuur_147,Raad voor de leefomgeving en infrastructuur,2018,6859,False,sectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,4,6,GEVRAAGD,MINISTER,4,0,5,4,5,10
7987,Raad_voor_de_leefomgeving_en_infrastructuur_143,Raad voor de leefomgeving en infrastructuur,2019,23672,False,intersectoraal,laag,gemiddeld,beperkt,False,False,derde_orde,8,17,ONBEKEND,ONBEKEND,,0,7,13,6,13
7988,Raad_voor_de_leefomgeving_en_infrastructuur_150,Raad voor de leefomgeving en infrastructuur,2017,5335,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,25,12,ONBEKEND,ONBEKEND,,0,2,20,2,4
7989,Raad_voor_de_leefomgeving_en_infrastructuur_138,Raad voor de leefomgeving en infrastructuur,2023,35215,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,4,26,ONBEKEND,ONBEKEND,4,0,5,6,10,14
7990,Raad_voor_de_leefomgeving_en_infrastructuur_134,Raad voor de leefomgeving en infrastructuur,2023,37132,False,intersectoraal,hoog,gemiddeld,hoog,False,False,tweede_orde,22,26,ONBEKEND,ONBEKEND,4,0,9,12,4,11
7995,Raad_voor_de_leefomgeving_en_infrastructuur_151,Raad voor de leefomgeving en infrastructuur,2022,42225,False,intersectoraal,gemiddeld,gemiddeld,beperkt,True,False,tweede_orde,16,15,ONBEKEND,ONBEKEND,5,0,10,10,7,17
7998,Raad_voor_de_leefomgeving_en_infrastructuur_161,Raad voor de leefomgeving en infrastructuur,2017,2866,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,10,5,GEVRAAGD,MINISTER,,0,2,2,0,2
8000,Raad_voor_de_leefomgeving_en_infrastructuur_146,Raad voor de leefomgeving en infrastructuur,2021,45067,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,12,15,ONBEKEND,ONBEKEND,6,0,12,9,9,17
8001,Raad_voor_de_leefomgeving_en_infrastructuur_152,Raad voor de leefomgeving en infrastructuur,2019,30193,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,13,5,ONBEKEND,ONBEKEND,5,0,9,6,7,16
8003,Raad_voor_de_leefomgeving_en_infrastructuur_149,Raad voor de leefomgeving en infrastructuur,2021,51810,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,13,7,ONBEKEND,ONBEKEND,,0,26,11,6,32
8004,Raad_voor_de_leefomgeving_en_infrastructuur_154,Raad voor de leefomgeving en infrastructuur,2020,38704,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,18,10,ONBEKEND,ONBEKEND,6,0,7,6,7,14
8005,Raad_voor_de_leefomgeving_en_infrastructuur_164,Raad voor de leefomgeving en infrastructuur,2019,14386,False,sectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,13,18,ONBEKEND,ONBEKEND,8,0,5,14,6,11
8006,Raad_voor_de_leefomgeving_en_infrastructuur_168,Raad voor de leefomgeving en infrastructuur,2018,6864,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,15,4,GEVRAAGD,MINISTER,8,0,5,10,3,8
8007,Raad_voor_de_leefomgeving_en_infrastructuur_171,Raad voor de leefomgeving en infrastructuur,2017,4952,False,intersectoraal,hoog,gemiddeld,beperkt,False,False,tweede_orde,24,7,ONBEKEND,ONBEKEND,,0,2,7,2,4
8009,Raad_voor_de_leefomgeving_en_infrastructuur_173,Raad voor de leefomgeving en infrastructuur,2017,4028,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,10,6,GEVRAAGD,MINISTER,,0,2,3,2,4
8010,Raad_voor_de_leefomgeving_en_infrastructuur_157,Raad voor de leefomgeving en infrastructuur,2022,47845,False,sectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,9,19,ONBEKEND,ONBEKEND,6,0,5,9,3,8
8012,Raad_voor_de_leefomgeving_en_infrastructuur_166,Raad voor de leefomgeving en infrastructuur,2018,27660,False,sectoraal,hoog,hoog,hoog,False,True,tweede_orde,27,17,ONBEKEND,ONBEKEND,,0,5,19,6,11
8013,Raad_voor_de_leefomgeving_en_infrastructuur_162,Raad voor de leefomgeving en infrastructuur,2020,34922,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,6,15,ONBEKEND,ONBEKEND,6,0,6,11,8,14
8015,Raad_voor_de_leefomgeving_en_infrastructuur_167,Raad voor de leefomgeving en infrastructuur,2017,42906,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,14,7,ONBEKEND,ONBEKEND,,0,8,11,4,11
8016,Raad_voor_de_leefomgeving_en_infrastructuur_165,Raad voor de leefomgeving en infrastructuur,2022,43055,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,4,14,ONBEKEND,ONBEKEND,4,0,20,24,7,25
8018,Raad_voor_de_leefomgeving_en_infrastructuur_181,Raad voor de leefomgeving en infrastructuur,2016,6581,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,9,15,GEVRAAGD,MINISTER,9,0,5,17,6,11
8019,Raad_voor_de_leefomgeving_en_infrastructuur_182,Raad voor de leefomgeving en infrastructuur,2015,5720,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,16,8,GEVRAAGD,MINISTER,,0,4,7,5,9
8020,Raad_voor_de_leefomgeving_en_infrastructuur_176,Raad voor de leefomgeving en infrastructuur,2016,28734,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,23,19,ONBEKEND,ONBEKEND,,0,6,10,5,11
8021,Raad_voor_de_leefomgeving_en_infrastructuur_178,Raad voor de leefomgeving en infrastructuur,2020,23912,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,derde_orde,5,13,ONBEKEND,ONBEKEND,,0,7,11,2,9
8023,Raad_voor_de_leefomgeving_en_infrastructuur_174,Raad voor de leefomgeving en infrastructuur,2015,35226,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,16,18,GEVRAAGD,MINISTER,,0,6,6,9,15
8024,Raad_voor_de_leefomgeving_en_infrastructuur_187,Raad voor de leefomgeving en infrastructuur,2015,6886,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,9,11,GEVRAAGD,MINISTER,9,0,4,7,2,5
8025,Raad_voor_de_leefomgeving_en_infrastructuur_180,Raad voor de leefomgeving en infrastructuur,2016,29629,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,8,12,GEVRAAGD,MINISTER,,0,5,10,6,10
8026,Raad_voor_de_leefomgeving_en_infrastructuur_190,Raad voor de leefomgeving en infrastructuur,2015,4957,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,9,8,GEVRAAGD,MINISTER,,0,5,8,6,11
8028,Raad_voor_de_leefomgeving_en_infrastructuur_192,Raad voor de leefomgeving en infrastructuur,2014,5837,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,23,8,GEVRAAGD,MINISTER,,0,4,4,3,7
8029,Raad_voor_de_leefomgeving_en_infrastructuur_185,Raad voor de leefomgeving en infrastructuur,2015,33193,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,28,13,ONBEKEND,ONBEKEND,,0,6,33,9,15
8030,Raad_voor_de_leefomgeving_en_infrastructuur_179,Raad voor de leefomgeving en infrastructuur,2018,26576,False,intersectoraal,gemiddeld,gemiddeld,onbekend,False,False,tweede_orde,16,19,ONBEKEND,ONBEKEND,,0,6,8,6,10
8031,Raad_voor_de_leefomgeving_en_infrastructuur_194,Raad voor de leefomgeving en infrastructuur,2014,4009,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,6,4,GEVRAAGD,MINISTER,6,0,5,6,3,7
8032,Raad_voor_de_leefomgeving_en_infrastructuur_184,Raad voor de leefomgeving en infrastructuur,2018,35461,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,27,7,ONBEKEND,ONBEKEND,10,0,5,10,6,11
8036,Raad_voor_de_leefomgeving_en_infrastructuur_191,Raad voor de leefomgeving en infrastructuur,2014,19689,False,intersectoraal,hoog,gemiddeld,beperkt,False,False,tweede_orde,20,2,GEVRAAGD,MINISTER,,0,5,22,4,8
8037,Raad_voor_de_leefomgeving_en_infrastructuur_169,Raad voor de leefomgeving en infrastructuur,2016,45056,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,8,8,ONBEKEND,ONBEKEND,,0,3,7,2,5
8039,Raad_voor_de_leefomgeving_en_infrastructuur_198,Raad voor de leefomgeving en infrastructuur,2012,3008,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,9,10,ONBEKEND,ONBEKEND,,0,1,10,4,5
8041,Raad_voor_de_leefomgeving_en_infrastructuur_188,Raad voor de leefomgeving en infrastructuur,2015,28240,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,12,32,GEVRAAGD,MINISTER,,0,6,14,6,12
8042,Raad_voor_de_leefomgeving_en_infrastructuur_201,VROM-raad,1997,5430,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,7,16,GEVRAAGD,STAATSSECRETARIS,,0,1,9,1,2
8043,Raad_voor_de_leefomgeving_en_infrastructuur_200,VROM-raad,1997,10773,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,18,14,GEVRAAGD,MINISTER,,0,7,18,4,10
8048,Raad_voor_de_leefomgeving_en_infrastructuur_211,Raad voor de leefomgeving en infrastructuur,2012,3416,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,26,9,GEVRAAGD,STAATSSECRETARIS,,0,4,7,6,10
8049,Raad_voor_de_leefomgeving_en_infrastructuur_203,Raad voor de leefomgeving en infrastructuur,2014,20138,False,intersectoraal,gemiddeld,gemiddeld,hoog,False,False,tweede_orde,16,12,ONBEKEND,ONBEKEND,,0,6,12,6,12
8051,Raad_voor_de_leefomgeving_en_infrastructuur_189,Raad voor de leefomgeving en infrastructuur,2015,49241,False,intersectoraal,gemiddeld,hoog,beperkt,False,False,tweede_orde,14,25,ONBEKEND,ONBEKEND,14,0,11,6,10,20
8052,Raad_voor_de_leefomgeving_en_infrastructuur_210,Adviesraad gevaarlijke stoffen,2012,21259,False,sectoraal,hoog,hoog,beperkt,False,False,tweede_orde,21,25,GEVRAAGD,MINISTER,,0,4,9,2,5
8054,Raad_voor_de_leefomgeving_en_infrastructuur_212,Raad voor de leefomgeving en infrastructuur,2011,16058,False,intersectoraal,gemiddeld,gemiddeld,beperkt,False,False,tweede_orde,36,33,ONBEKEND,ONBEKEND,,0,10,17,4,14
